file_name,file_path,duration,transcription,speaker_id,duration_bin,text_length
672-122797-0073,./librispeech/LibriSpeech/test-clean/672/122797/672-122797-0073.flac,8.205,THE WOOD FLAMED UP SPLENDIDLY UNDER THE LARGE BREWING COPPER AND IT SIGHED SO DEEPLY,672,5-10s,84
7729-102255-0029,./librispeech/LibriSpeech/test-clean/7729/102255/7729-102255-0029.flac,7.06,TEN DAYS WERE CONSUMED IN THESE NEGOTIATIONS BUT THE SPIRIT OF VENGEANCE REFUSED TO YIELD,7729,5-10s,89
8463-287645-0011,./librispeech/LibriSpeech/test-clean/8463/287645/8463-287645-0011.flac,6.38,SHE WAS A LARGE HOMELY WOMAN THEY WERE COMMON WHITE PEOPLE WITH NO REPUTATION IN THE COMMUNITY,8463,5-10s,94
2830-3980-0072,./librispeech/LibriSpeech/test-clean/2830/3980/2830-3980-0072.flac,4.855,THIS PASSAGE THEN BEARS OUT THE FACT THAT ALL MEN ARE SOLD UNDER SIN,2830,4-5s,68
5683-32865-0013,./librispeech/LibriSpeech/test-clean/5683/32865/5683-32865-0013.flac,7.095,DO YOU KNOW LAKE OH I REALLY CAN'T TELL BUT HE'LL SOON TIRE OF COUNTRY LIFE,5683,5-10s,75
5683-32865-0009,./librispeech/LibriSpeech/test-clean/5683/32865/5683-32865-0009.flac,9.89,AND HE PLACED IT IN THAT GENTLEMAN'S FINGERS WHO NOW TOOK HIS TURN AT THE LAMP AND CONTEMPLATED THE LITTLE PARALLELOGRAM WITH A GLEAM OF SLY AMUSEMENT,5683,5-10s,150
8230-279154-0003,./librispeech/LibriSpeech/test-clean/8230/279154/8230-279154-0003.flac,3.195,AND WHAT SORT OF EVIDENCE IS LOGICALLY POSSIBLE,8230,3-4s,47
121-123859-0004,./librispeech/LibriSpeech/test-clean/121/123859/121-123859-0004.flac,9.505,SO I RETURN REBUK'D TO MY CONTENT AND GAIN BY ILL THRICE MORE THAN I HAVE SPENT,121,5-10s,79
121-127105-0026,./librispeech/LibriSpeech/test-clean/121/127105/121-127105-0026.flac,7.53,THE FIRST OF THESE TOUCHES CONVEYED THAT THE WRITTEN STATEMENT TOOK UP THE TALE AT A POINT AFTER IT HAD IN A MANNER BEGUN,121,5-10s,121
672-122797-0032,./librispeech/LibriSpeech/test-clean/672/122797/672-122797-0032.flac,4.0,CRIED THE YOUNG LADIES AND THEY QUICKLY PUT OUT THE FIRE,672,4-5s,56
61-70968-0027,./librispeech/LibriSpeech/test-clean/61/70968/61-70968-0027.flac,6.87,ROBIN AND THE LITTLE TUMBLER BETWEEN THEM TRIED TO FORCE THE SQUIRE TO STAND BACK AND VERY VALIANTLY DID THESE TWO COMPORT THEMSELVES,61,5-10s,133
672-122797-0016,./librispeech/LibriSpeech/test-clean/672/122797/672-122797-0016.flac,9.215,YES THEN SOMETHING BETTER SOMETHING STILL GRANDER WILL SURELY FOLLOW OR WHEREFORE SHOULD THEY THUS ORNAMENT ME,672,5-10s,110
3575-170457-0014,./librispeech/LibriSpeech/test-clean/3575/170457/3575-170457-0014.flac,6.68,TO THOSE DUTIES YOU HAVE NOT YET BEEN CALLED AND WHEN YOU ARE YOU WILL BE LESS EAGER FOR CELEBRITY,3575,5-10s,98
1995-1826-0026,./librispeech/LibriSpeech/test-clean/1995/1826/1995-1826-0026.flac,15.45,NOW FOR ONE LITTLE HALF HOUR SHE HAD BEEN A WOMAN TALKING TO A BOY NO NOT EVEN THAT SHE HAD BEEN TALKING JUST TALKING THERE WERE NO PERSONS IN THE CONVERSATION JUST THINGS ONE THING COTTON,1995,10+s,188
1995-1837-0003,./librispeech/LibriSpeech/test-clean/1995/1837/1995-1837-0003.flac,7.36,THE REVELATION OF HIS LOVE LIGHTED AND BRIGHTENED SLOWLY TILL IT FLAMED LIKE A SUNRISE OVER HIM AND LEFT HIM IN BURNING WONDER,1995,5-10s,126
2830-3980-0076,./librispeech/LibriSpeech/test-clean/2830/3980/2830-3980-0076.flac,4.81,ON THE OTHER HAND WE ARE NOT TO REGARD THEM AS SO TERRIBLE THAT WE MUST DESPAIR,2830,4-5s,79
3570-5695-0006,./librispeech/LibriSpeech/test-clean/3570/5695/3570-5695-0006.flac,7.47,VERY MUCH OF SQUALOR AND DISCOMFORT WILL BE ENDURED BEFORE THE LAST TRINKET OR THE LAST PRETENSE OF PECUNIARY DECENCY IS PUT AWAY,3570,5-10s,129
5105-28241-0009,./librispeech/LibriSpeech/test-clean/5105/28241/5105-28241-0009.flac,7.01,AND WHAT DEMONSTRATION DO YOU OFFER ASKED SERVADAC EAGERLY THAT IT WILL NOT HAPPEN,5105,5-10s,82
61-70970-0039,./librispeech/LibriSpeech/test-clean/61/70970/61-70970-0039.flac,6.665,HE IMPLORES US TO BE DISCREET AS THE GRAVE IN THIS MATTER FOR IN SOOTH HIS LIFE IS IN THE HOLLOW OF OUR HANDS,61,5-10s,109
5105-28240-0014,./librispeech/LibriSpeech/test-clean/5105/28240/5105-28240-0014.flac,3.07,ARE YOU CERTAIN THAT THIS IS THE MEDITERRANEAN,5105,3-4s,46
8555-284449-0016,./librispeech/LibriSpeech/test-clean/8555/284449/8555-284449-0016.flac,5.895,AS A PRIVATE CITIZEN I SHALL BE A MODEL OF DEPORTMENT BECAUSE IT WOULD BE DANGEROUS TO BE OTHERWISE,8555,5-10s,99
260-123440-0012,./librispeech/LibriSpeech/test-clean/260/123440/260-123440-0012.flac,5.245,IT'LL BE NO USE THEIR PUTTING THEIR HEADS DOWN AND SAYING COME UP AGAIN DEAR,260,5-10s,76
7729-102255-0016,./librispeech/LibriSpeech/test-clean/7729/102255/7729-102255-0016.flac,11.61,THE GOVERNOR ON HIS PART BECOMING DOUBTFUL OF THE LEGALITY OF EMPLOYING MISSOURI MILITIA TO ENFORCE KANSAS LAWS WAS ALSO EAGER TO SECURE THE HELP OF FEDERAL TROOPS,7729,10+s,163
2830-3980-0075,./librispeech/LibriSpeech/test-clean/2830/3980/2830-3980-0075.flac,5.79,BUT THE REAL SIGNIFICANCE AND COMFORT OF THE WORDS FOR OUR SINS IS LOST UPON THEM,2830,5-10s,81
1188-133604-0005,./librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0005.flac,8.56,IT IS THE HEAD OF A PARROT WITH A LITTLE FLOWER IN HIS BEAK FROM A PICTURE OF CARPACCIO'S ONE OF HIS SERIES OF THE LIFE OF SAINT GEORGE,1188,5-10s,135
8555-284447-0014,./librispeech/LibriSpeech/test-clean/8555/284447/8555-284447-0014.flac,8.47,THE IDEA OF PATCHING CAP'N BILL TO A GOAT WAS VASTLY AMUSING TO HIM AND THE MORE HE THOUGHT OF IT THE MORE HE ROARED WITH LAUGHTER,8555,5-10s,130
7021-79730-0008,./librispeech/LibriSpeech/test-clean/7021/79730/7021-79730-0008.flac,11.765,BUT THIS LAST SUPPOSITION IS ALMOST ALWAYS UNNECESSARY FOR IF MARY HAS BEEN HABITUALLY MANAGED ON THIS PRINCIPLE SHE WILL NOT MAKE ANY TROUBLE,7021,10+s,142
5142-33396-0036,./librispeech/LibriSpeech/test-clean/5142/33396/5142-33396-0036.flac,4.26,SO I WILL GIVE OUT THIS LAW THAT MY MEN SHALL NEVER LEAVE YOU ALONE,5142,4-5s,67
1320-122617-0030,./librispeech/LibriSpeech/test-clean/1320/122617/1320-122617-0030.flac,3.98,SO CHOOSE FOR YOURSELF TO MAKE A RUSH OR TARRY HERE,1320,3-4s,51
5683-32866-0012,./librispeech/LibriSpeech/test-clean/5683/32866/5683-32866-0012.flac,8.26,NOW THAT'S IMPOSSIBLE RADIE FOR I REALLY DON'T THINK I ONCE THOUGHT OF HIM ALL THIS EVENING EXCEPT JUST WHILE WE WERE TALKING,5683,5-10s,125
8224-274384-0007,./librispeech/LibriSpeech/test-clean/8224/274384/8224-274384-0007.flac,6.23,HAVE MERCY LORD ON ME I PRAY FOR MEN WOULD ME DEVOUR,8224,5-10s,52
7176-92135-0006,./librispeech/LibriSpeech/test-clean/7176/92135/7176-92135-0006.flac,7.795,I'VE GOT A LITTLE IDEA FOR A PLAY ABOUT A MAN AND A WOMAN AND ANOTHER WOMAN AND BUT PERHAPS I'D BETTER KEEP THE PLOT A SECRET FOR THE MOMENT,7176,5-10s,140
3575-170457-0010,./librispeech/LibriSpeech/test-clean/3575/170457/3575-170457-0010.flac,4.79,I AM NOT DEPRECIATING IT WHEN I SAY THAT IN THESE TIMES IT IS NOT RARE,3575,4-5s,70
8455-210777-0006,./librispeech/LibriSpeech/test-clean/8455/210777/8455-210777-0006.flac,4.52,WE ARE QUITE SATISFIED NOW CAPTAIN BATTLEAX SAID MY WIFE,8455,4-5s,56
5142-33396-0009,./librispeech/LibriSpeech/test-clean/5142/33396/5142-33396-0009.flac,3.37,THERE STAND SO I SAID AND GLARE AND HISS AT MY FOES,5142,3-4s,51
260-123286-0029,./librispeech/LibriSpeech/test-clean/260/123286/260-123286-0029.flac,4.545,THOSE HUGE CREATURES ATTACKED EACH OTHER WITH THE GREATEST ANIMOSITY,260,4-5s,68
8463-294828-0007,./librispeech/LibriSpeech/test-clean/8463/294828/8463-294828-0007.flac,12.96,CLASSIFYING WAS EVERYTHING TO HIM SO HE KNEW NOTHING ELSE WELL VERSED IN THE THEORY OF CLASSIFICATION HE WAS POORLY VERSED IN ITS PRACTICAL APPLICATION AND I DOUBT THAT HE COULD TELL A SPERM WHALE FROM A BALEEN WHALE,8463,10+s,216
6829-68769-0003,./librispeech/LibriSpeech/test-clean/6829/68769/6829-68769-0003.flac,4.215,IT WAS A DELIBERATE THEFT FROM HIS EMPLOYERS TO PROTECT A GIRL HE LOVED,6829,4-5s,71
260-123286-0022,./librispeech/LibriSpeech/test-clean/260/123286/260-123286-0022.flac,3.235,TWO HOURS AFTERWARDS A TERRIBLE SHOCK AWOKE ME,260,3-4s,46
7021-85628-0012,./librispeech/LibriSpeech/test-clean/7021/85628/7021-85628-0012.flac,5.33,BUT YOU MUST NOT EAT WITH YOUR CAP ON YOUR HEAD SHE SAID AND WAS GOING TO TAKE IT OFF,7021,5-10s,85
8555-284447-0000,./librispeech/LibriSpeech/test-clean/8555/284447/8555-284447-0000.flac,9.605,THEN HE RUSHED DOWN STAIRS INTO THE COURTYARD SHOUTING LOUDLY FOR HIS SOLDIERS AND THREATENING TO PATCH EVERYBODY IN HIS DOMINIONS IF THE SAILORMAN WAS NOT RECAPTURED,8555,5-10s,166
1320-122617-0034,./librispeech/LibriSpeech/test-clean/1320/122617/1320-122617-0034.flac,9.485,HOLD SAID DAVID PERCEIVING THAT WITH THIS ASSURANCE THEY WERE ABOUT TO LEAVE HIM I AM AN UNWORTHY AND HUMBLE FOLLOWER OF ONE WHO TAUGHT NOT THE DAMNABLE PRINCIPLE OF REVENGE,1320,5-10s,173
3575-170457-0000,./librispeech/LibriSpeech/test-clean/3575/170457/3575-170457-0000.flac,8.23,AND OFTEN HAS MY MOTHER SAID WHILE ON HER LAP I LAID MY HEAD SHE FEARED FOR TIME I WAS NOT MADE BUT FOR ETERNITY,3575,5-10s,112
2300-131720-0012,./librispeech/LibriSpeech/test-clean/2300/131720/2300-131720-0012.flac,11.145,EDISON WAS INTOLERANT OF SHAM AND SHODDY AND NOTHING WOULD SATISFY HIM THAT COULD NOT STAND CROSS EXAMINATION BY MICROSCOPE TEST TUBE AND GALVANOMETER,2300,10+s,150
6930-76324-0014,./librispeech/LibriSpeech/test-clean/6930/76324/6930-76324-0014.flac,4.72,THIS THOUGHT HOWEVER DID NOT ENTER THE HEADS OF THE ENTHUSIASTIC PAIR,6930,4-5s,69
6829-68771-0010,./librispeech/LibriSpeech/test-clean/6829/68771/6829-68771-0010.flac,9.82,THE FAIRVIEW BAND WAS ENGAGED TO DISCOURSE AS MUCH HARMONY AS IT COULD PRODUCE AND THE RESOURCES OF THE GREAT HOUSE WERE TAXED TO ENTERTAIN THE GUESTS,6829,5-10s,150
2830-3980-0070,./librispeech/LibriSpeech/test-clean/2830/3980/2830-3980-0070.flac,3.73,BUT WE ARE CARELESS WE MAKE LIGHT OF SIN,2830,3-4s,40
237-134500-0016,./librispeech/LibriSpeech/test-clean/237/134500/237-134500-0016.flac,3.16,I DON'T KNOW ALL OF THEM BUT I KNOW LINDENS ARE,237,3-4s,47
5639-40744-0037,./librispeech/LibriSpeech/test-clean/5639/40744/5639-40744-0037.flac,11.45,KNOW THEN SON OF MY HEART THAT THIS FAINTING LADY IS YOUR REAL BRIDE I SAY REAL BECAUSE SHE IS THE ONE WHOM YOUR FATHER AND I HAVE CHOSEN FOR YOU AND THE PORTRAIT WAS A PRETENCE,5639,10+s,177
1221-135767-0001,./librispeech/LibriSpeech/test-clean/1221/135767/1221-135767-0001.flac,13.43,ANOTHER AND FAR MORE IMPORTANT REASON THAN THE DELIVERY OF A PAIR OF EMBROIDERED GLOVES IMPELLED HESTER AT THIS TIME TO SEEK AN INTERVIEW WITH A PERSONAGE OF SO MUCH POWER AND ACTIVITY IN THE AFFAIRS OF THE SETTLEMENT,1221,10+s,217
908-157963-0027,./librispeech/LibriSpeech/test-clean/908/157963/908-157963-0027.flac,5.225,AND LAY ME DOWN IN THY COLD BED AND LEAVE MY SHINING LOT,908,5-10s,56
8224-274384-0003,./librispeech/LibriSpeech/test-clean/8224/274384/8224-274384-0003.flac,3.87,OR HATH HE GIVEN US ANY GIFT,8224,3-4s,28
1320-122617-0002,./librispeech/LibriSpeech/test-clean/1320/122617/1320-122617-0002.flac,13.585,IN OTHER WORDS WHILE HE HAD IMPLICIT FAITH IN THE ABILITY OF BALAAM'S ASS TO SPEAK HE WAS SOMEWHAT SKEPTICAL ON THE SUBJECT OF A BEAR'S SINGING AND YET HE HAD BEEN ASSURED OF THE LATTER ON THE TESTIMONY OF HIS OWN EXQUISITE ORGANS,1320,10+s,230
260-123288-0015,./librispeech/LibriSpeech/test-clean/260/123288/260-123288-0015.flac,21.185,FROM THE UNDER SURFACE OF THE CLOUDS THERE ARE CONTINUAL EMISSIONS OF LURID LIGHT ELECTRIC MATTER IS IN CONTINUAL EVOLUTION FROM THEIR COMPONENT MOLECULES THE GASEOUS ELEMENTS OF THE AIR NEED TO BE SLAKED WITH MOISTURE FOR INNUMERABLE COLUMNS OF WATER RUSH UPWARDS INTO THE AIR AND FALL BACK AGAIN IN WHITE FOAM,260,10+s,311
237-134500-0010,./librispeech/LibriSpeech/test-clean/237/134500/237-134500-0010.flac,3.995,IT'S EXCITING TO SEE EVERYTHING GROWING SO FAST AND TO GET THE GRASS CUT,237,3-4s,72
61-70968-0060,./librispeech/LibriSpeech/test-clean/61/70968/61-70968-0060.flac,3.735,NO THANKS I AM GLAD TO GIVE YOU SUCH EASY HAPPINESS,61,3-4s,51
260-123440-0009,./librispeech/LibriSpeech/test-clean/260/123440/260-123440-0009.flac,3.115,I SHALL NEVER GET TO TWENTY AT THAT RATE,260,3-4s,40
8555-284449-0009,./librispeech/LibriSpeech/test-clean/8555/284449/8555-284449-0009.flac,3.27,YOU ARE MATE REPLIED THE SAILOR,8555,3-4s,31
2830-3979-0007,./librispeech/LibriSpeech/test-clean/2830/3979/2830-3979-0007.flac,14.675,MUCH LATER WHEN A FRIEND OF HIS WAS PREPARING AN EDITION OF ALL HIS LATIN WORKS HE REMARKED TO HIS HOME CIRCLE IF I HAD MY WAY ABOUT IT THEY WOULD REPUBLISH ONLY THOSE OF MY BOOKS WHICH HAVE DOCTRINE MY GALATIANS FOR INSTANCE,2830,10+s,225
4992-41806-0017,./librispeech/LibriSpeech/test-clean/4992/41806/4992-41806-0017.flac,10.895,WE SHUT OUR EYES THE FLOWERS BLOOM ON WE MURMUR BUT THE CORN EARS FILL WE CHOOSE THE SHADOW BUT THE SUN THAT CASTS IT SHINES BEHIND US STILL,4992,10+s,140
2300-131720-0023,./librispeech/LibriSpeech/test-clean/2300/131720/2300-131720-0023.flac,11.06,I THINK HE WAS PERHAPS MORE APPRECIATIVE THAN I WAS OF THE DISCIPLINE OF THE EDISON CONSTRUCTION DEPARTMENT AND THOUGHT IT WOULD BE WELL FOR US TO WAIT UNTIL THE MORNING OF THE FOURTH BEFORE WE STARTED UP,2300,10+s,204
7127-75947-0010,./librispeech/LibriSpeech/test-clean/7127/75947/7127-75947-0010.flac,8.865,WHEN SHE PERCEIVED THE YOUNG MAN SHE ROSE LIKE A WOMAN SURPRISED IN THE MIDST OF IDEAS SHE WAS DESIROUS OF CONCEALING FROM HERSELF,7127,5-10s,130
5683-32879-0007,./librispeech/LibriSpeech/test-clean/5683/32879/5683-32879-0007.flac,6.795,RACHEL'S PALE AND SHARPENED FEATURES AND DILATED EYE STRUCK HER WITH A PAINFUL SURPRISE,5683,5-10s,87
8455-210777-0034,./librispeech/LibriSpeech/test-clean/8455/210777/8455-210777-0034.flac,7.7,NOT A DOUBT BUT HAD YOUR FORCE BEEN ONLY DOUBLE OR TREBLE OUR OWN I SHOULD HAVE FOUND IT MY DUTY TO STRUGGLE WITH YOU,8455,5-10s,117
5142-36377-0004,./librispeech/LibriSpeech/test-clean/5142/36377/5142-36377-0004.flac,5.485,SHE SIGNED TO ME WITH A GHOSTLY SOLEMNITY TO TAKE THE VACANT PLACE ON THE LEFT OF HER FATHER,5142,5-10s,92
121-127105-0007,./librispeech/LibriSpeech/test-clean/121/127105/121-127105-0007.flac,5.79,TO THIS HIS ANSWER WAS PROMPT OH THANK GOD NO AND IS THE RECORD YOURS,121,5-10s,69
1188-133604-0027,./librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0027.flac,11.245,NOW HERE IS RAPHAEL EXACTLY BETWEEN THE TWO TREES STILL DRAWN LEAF BY LEAF WHOLLY FORMAL BUT BEAUTIFUL MIST COMING GRADUALLY INTO THE DISTANCE,1188,10+s,142
5683-32879-0023,./librispeech/LibriSpeech/test-clean/5683/32879/5683-32879-0023.flac,4.975,YOU RESEMBLE ME RACHEL YOU ARE FEARLESS AND INFLEXIBLE AND GENEROUS,5683,4-5s,67
1580-141083-0041,./librispeech/LibriSpeech/test-clean/1580/141083/1580-141083-0041.flac,3.575,LET US HEAR THE SUSPICIONS I WILL LOOK AFTER THE PROOFS,1580,3-4s,55
8224-274381-0009,./librispeech/LibriSpeech/test-clean/8224/274381/8224-274381-0009.flac,28.41,THIS SEVERITY BY WHICH MONTROSE SULLIED HIS VICTORIES WAS THE RESULT OF PRIVATE ANIMOSITY AGAINST THE CHIEFTAIN AS MUCH AS OF ZEAL FOR THE PUBLIC CAUSE ARGYLE COLLECTING THREE THOUSAND MEN MARCHED IN QUEST OF THE ENEMY WHO HAD RETIRED WITH THEIR PLUNDER AND HE LAY AT INNERLOCHY SUPPOSING HIMSELF STILL AT A CONSIDERABLE DISTANCE FROM THEM,8224,10+s,339
4446-2271-0000,./librispeech/LibriSpeech/test-clean/4446/2271/4446-2271-0000.flac,3.495,MAINHALL LIKED ALEXANDER BECAUSE HE WAS AN ENGINEER,4446,3-4s,51
1089-134691-0012,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0012.flac,15.03,IT WAS IDLE FOR HIM TO MOVE HIMSELF TO BE GENEROUS TOWARDS THEM TO TELL HIMSELF THAT IF HE EVER CAME TO THEIR GATES STRIPPED OF HIS PRIDE BEATEN AND IN BEGGAR'S WEEDS THAT THEY WOULD BE GENEROUS TOWARDS HIM LOVING HIM AS THEMSELVES,1089,10+s,231
61-70968-0029,./librispeech/LibriSpeech/test-clean/61/70968/61-70968-0029.flac,3.495,THE SQUIRE HELPED TO THRUST THEM ALL IN AND ENTERED SWIFTLY HIMSELF,61,3-4s,67
4446-2275-0028,./librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0028.flac,3.575,YES YES SHE HURRIED PULLING HER HAND GENTLY AWAY FROM HIM,4446,3-4s,57
2830-3980-0069,./librispeech/LibriSpeech/test-clean/2830/3980/2830-3980-0069.flac,5.555,THE VICIOUS CHARACTER OF SIN IS BROUGHT OUT BY THE WORDS WHO GAVE HIMSELF FOR OUR SINS,2830,5-10s,86
5142-33396-0048,./librispeech/LibriSpeech/test-clean/5142/33396/5142-33396-0048.flac,3.96,BY THE HAMMER OF THOR SHOUTED GRIM HERE IS NO STINGY COWARD,5142,3-4s,59
4446-2273-0027,./librispeech/LibriSpeech/test-clean/4446/2273/4446-2273-0027.flac,3.76,WHEN SHE FINISHED ALEXANDER SHOOK HIMSELF OUT OF A REVERIE,4446,3-4s,58
1320-122617-0008,./librispeech/LibriSpeech/test-clean/1320/122617/1320-122617-0008.flac,4.185,THE YOUNG MAN IS IN BONDAGE AND MUCH I FEAR HIS DEATH IS DECREED,1320,4-5s,64
8230-279154-0021,./librispeech/LibriSpeech/test-clean/8230/279154/8230-279154-0021.flac,6.56,REMEMBERING HAS TO BE A PRESENT OCCURRENCE IN SOME WAY RESEMBLING OR RELATED TO WHAT IS REMEMBERED,8230,5-10s,98
6829-68771-0007,./librispeech/LibriSpeech/test-clean/6829/68771/6829-68771-0007.flac,16.285,THE DESCRIPTION SHE GAVE OF THE COMING RECEPTION TO THE WOMAN'S POLITICAL LEAGUE WAS SO HUMOROUS AND DIVERTING THAT THEY WERE BOTH LAUGHING HEARTILY OVER THE THING WHEN THE YOUNG PEOPLE PASSED THEM AND THUS MISTER HOPKINS FAILED TO NOTICE WHO THE OCCUPANTS OF THE OTHER VEHICLE WERE,6829,10+s,282
3575-170457-0056,./librispeech/LibriSpeech/test-clean/3575/170457/3575-170457-0056.flac,3.37,I DOUBT WHETHER BRANWELL WAS MAINTAINING HIMSELF AT THIS TIME,3575,3-4s,61
6829-68771-0033,./librispeech/LibriSpeech/test-clean/6829/68771/6829-68771-0033.flac,5.45,SHE ROSE QUICKLY TO HER FEET WITH AN IMPETUOUS GESTURE THAT MADE HER VISITOR CATCH HER BREATH,6829,5-10s,93
8463-294825-0013,./librispeech/LibriSpeech/test-clean/8463/294825/8463-294825-0013.flac,17.64,FOR MANY THEN THIS BOOK HAS BEEN A SOURCE OF FASCINATION SURELY ONE OF THE MOST INFLUENTIAL NOVELS EVER WRITTEN AN INSPIRATION FOR SUCH SCIENTISTS AND DISCOVERERS AS ENGINEER SIMON LAKE OCEANOGRAPHER WILLIAM BEEBE POLAR TRAVELER SIR ERNEST SHACKLETON,8463,10+s,250
7176-92135-0034,./librispeech/LibriSpeech/test-clean/7176/92135/7176-92135-0034.flac,4.465,THE DUCHESS OF SOUTHBRIDGE TO LORD REGGIE OH REGGIE WHAT DID YOU SAY,7176,4-5s,68
1580-141084-0026,./librispeech/LibriSpeech/test-clean/1580/141084/1580-141084-0026.flac,6.995,IF THIS MATTER IS NOT TO BECOME PUBLIC WE MUST GIVE OURSELVES CERTAIN POWERS AND RESOLVE OURSELVES INTO A SMALL PRIVATE COURT MARTIAL,1580,5-10s,133
1221-135767-0000,./librispeech/LibriSpeech/test-clean/1221/135767/1221-135767-0000.flac,24.85,HESTER PRYNNE WENT ONE DAY TO THE MANSION OF GOVERNOR BELLINGHAM WITH A PAIR OF GLOVES WHICH SHE HAD FRINGED AND EMBROIDERED TO HIS ORDER AND WHICH WERE TO BE WORN ON SOME GREAT OCCASION OF STATE FOR THOUGH THE CHANCES OF A POPULAR ELECTION HAD CAUSED THIS FORMER RULER TO DESCEND A STEP OR TWO FROM THE HIGHEST RANK HE STILL HELD AN HONOURABLE AND INFLUENTIAL PLACE AMONG THE COLONIAL MAGISTRACY,1221,10+s,396
6829-68769-0011,./librispeech/LibriSpeech/test-clean/6829/68769/6829-68769-0011.flac,4.685,I'M RUNNING FOR REPRESENTATIVE ON THE REPUBLICAN TICKET SAID KENNETH QUIETLY,6829,4-5s,76
1284-1180-0014,./librispeech/LibriSpeech/test-clean/1284/1180/1284-1180-0014.flac,3.665,OJO HAD NEVER EATEN SUCH A FINE MEAL IN ALL HIS LIFE,1284,3-4s,52
8555-292519-0005,./librispeech/LibriSpeech/test-clean/8555/292519/8555-292519-0005.flac,9.575,WHILE THE OLD GOLD AND THE MARBLE STAYS FOREVER GLEAMING ITS SOFT STRONG BLAZE CALM IN THE EARLY EVENING GLOW,8555,5-10s,109
8455-210777-0020,./librispeech/LibriSpeech/test-clean/8455/210777/8455-210777-0020.flac,3.155,OH YES SAID JACK AND I'M NOWHERE,8455,3-4s,32
8230-279154-0002,./librispeech/LibriSpeech/test-clean/8230/279154/8230-279154-0002.flac,16.475,WHETHER OR NOT THIS PRINCIPLE IS LIABLE TO EXCEPTIONS EVERYONE WOULD AGREE THAT IS HAS A BROAD MEASURE OF TRUTH THOUGH THE WORD EXACTLY MIGHT SEEM AN OVERSTATEMENT AND IT MIGHT SEEM MORE CORRECT TO SAY THAT IDEAS APPROXIMATELY REPRESENT IMPRESSIONS,8230,10+s,248
