file_name,file_path,absolute_path,duration,transcription,speaker_id,speaker_name,original_cer,original_transcript,utmos
BAC009S0015W0135,./aishell/data_aishell/wav/train/S0015/BAC009S0015W0135.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0015/BAC009S0015W0135.wav,3.666,尽管 探索 和 创新 精神 可嘉,2ddcbcfd14c02240edaf61bf958ae45a0215a111a94bf2b0e834efb222729808,S0015,0.0,尽管探索和创新精神可嘉,3.0310935974121094
BAC009S0015W0440,./aishell/data_aishell/wav/train/S0015/BAC009S0015W0440.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0015/BAC009S0015W0440.wav,3.348,突然 噼 里 啪啦 落 下 杂物,2ddcbcfd14c02240edaf61bf958ae45a0215a111a94bf2b0e834efb222729808,S0015,0.0,突然噼里啪啦落下杂物,3.1802561283111572
BAC009S0015W0318,./aishell/data_aishell/wav/train/S0015/BAC009S0015W0318.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0015/BAC009S0015W0318.wav,3.394,就 立即 引来 公众 的 好奇,2ddcbcfd14c02240edaf61bf958ae45a0215a111a94bf2b0e834efb222729808,S0015,0.0,就立即引来公众的好奇,3.2074553966522217
BAC009S0015W0320,./aishell/data_aishell/wav/train/S0015/BAC009S0015W0320.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0015/BAC009S0015W0320.wav,4.293,它们 的 外形 与 人们 想象 截然 不 同,2ddcbcfd14c02240edaf61bf958ae45a0215a111a94bf2b0e834efb222729808,S0015,0.07142857142857142,他们的外形与人们想象截然不同,3.018418312072754
BAC009S0015W0400,./aishell/data_aishell/wav/train/S0015/BAC009S0015W0400.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0015/BAC009S0015W0400.wav,3.2,七年 前 的 北京 奥运 会,2ddcbcfd14c02240edaf61bf958ae45a0215a111a94bf2b0e834efb222729808,S0015,0.0,七年前的北京奥运会,3.139558792114258
BAC009S0015W0274,./aishell/data_aishell/wav/train/S0015/BAC009S0015W0274.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0015/BAC009S0015W0274.wav,4.676,其 还 将 业务 扩展 到 了 新兴 市场,2ddcbcfd14c02240edaf61bf958ae45a0215a111a94bf2b0e834efb222729808,S0015,0.0,其还将业务扩展到了新兴市场,3.0285539627075195
BAC009S0015W0449,./aishell/data_aishell/wav/train/S0015/BAC009S0015W0449.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0015/BAC009S0015W0449.wav,4.096,高考 状元 在山 西晋 城 骑马 游街,2ddcbcfd14c02240edaf61bf958ae45a0215a111a94bf2b0e834efb222729808,S0015,0.07692307692307693,高考状元在山西进城骑马游街,3.0164103507995605
BAC009S0015W0224,./aishell/data_aishell/wav/train/S0015/BAC009S0015W0224.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0015/BAC009S0015W0224.wav,4.315,较大 和 重大 事故 起 数 下降 很多,2ddcbcfd14c02240edaf61bf958ae45a0215a111a94bf2b0e834efb222729808,S0015,0.0,较大和重大事故起数下降很多,3.075143337249756
BAC009S0015W0337,./aishell/data_aishell/wav/train/S0015/BAC009S0015W0337.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0015/BAC009S0015W0337.wav,3.665,加之 计划 生育 的 多年 执行,2ddcbcfd14c02240edaf61bf958ae45a0215a111a94bf2b0e834efb222729808,S0015,0.09090909090909091,加之计划生育的多年之行,3.1843466758728027
BAC009S0015W0280,./aishell/data_aishell/wav/train/S0015/BAC009S0015W0280.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0015/BAC009S0015W0280.wav,3.753,也 在 收购 相关 的 初创 企业,2ddcbcfd14c02240edaf61bf958ae45a0215a111a94bf2b0e834efb222729808,S0015,0.0,也在收购相关的初创企业,3.056781768798828
BAC009S0015W0427,./aishell/data_aishell/wav/train/S0015/BAC009S0015W0427.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0015/BAC009S0015W0427.wav,4.0,坐 在 沙发 上 拿 着 一束 气球,2ddcbcfd14c02240edaf61bf958ae45a0215a111a94bf2b0e834efb222729808,S0015,0.0,坐在沙发上拿着一束气球,3.1419498920440674
BAC009S0015W0417,./aishell/data_aishell/wav/train/S0015/BAC009S0015W0417.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0015/BAC009S0015W0417.wav,3.913,刘 嘉玲 在 微 博 晒 出 一 张 美照,2ddcbcfd14c02240edaf61bf958ae45a0215a111a94bf2b0e834efb222729808,S0015,0.08333333333333333,刘嘉琳在微博晒出一张美照,3.4535114765167236
BAC009S0015W0468,./aishell/data_aishell/wav/train/S0015/BAC009S0015W0468.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0015/BAC009S0015W0468.wav,3.109,并且 把 乐趣 变成 职业,2ddcbcfd14c02240edaf61bf958ae45a0215a111a94bf2b0e834efb222729808,S0015,0.0,并且把乐趣变成职业,3.2792649269104004
BAC009S0015W0371,./aishell/data_aishell/wav/train/S0015/BAC009S0015W0371.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0015/BAC009S0015W0371.wav,3.653,她 在 赢得 美国 冠军 的 同时,2ddcbcfd14c02240edaf61bf958ae45a0215a111a94bf2b0e834efb222729808,S0015,0.09090909090909091,他在赢得美国冠军的同时,3.083463430404663
